"date","proposal","who","state"
"
1110930
","

中華民國刑法第八十三條條文修正草案

","
林奕華
","
 1110930   一讀(委員會待審)
"
"
1110930
","

公立學校教職員個人專戶制退休資遣撫卹條例草案

","
林奕華
","
 1111216   三讀
"
"
1110930
","

教育人員任用條例部分條文修正草案

","
黃國書等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

國家運動科學中心設置條例草案

","
黃國書等
","
 1120110   三讀
"
"
1110930
","

職業安全衛生法第三十五條條文修正草案

","
黃國書等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

身心障礙者權益保障法第十條條文修正草案

","
黃國書等
","
 1111215   委員會審議中
"
"
1110930
","

特殊教育法第二十一條條文修正草案

","
黃國書等
","
 1120529   三讀
"
"
1110930
","

國民教育法修正草案

","
黃國書等
","
 1120529   三讀
"
"
1110930
","

警械使用條例第四條及第十條之一條文修正草案

","
張育美
","
 1110930   三讀
"
"
1110930
","

動物保護法部分條文修正草案

","
張育美
","
 1110930   一讀(委員會待審)
"
"
1110930
","

環境部組織法草案

","
張育美
","
 1120509   三讀
"
"
1110930
","

再生醫療發展法草案

","
張育美
","
 1120516   二讀(廣泛討論)
"
"
1110930
","

醫師法第十三條條文修正草案

","
張育美
","
 1110930   一讀(委員會待審)
"
"
1110930
","

身心障礙者權益保障法部分條文修正草案

","
張育美
","
 1111215   委員會審議中
"
"
1110930
","

老人福利法第二十五條條文修正草案

","
張育美
","
 1110930   一讀(委員會待審)
"
"
1110930
","

立法院程序委員會組織規程第五條及第六條條文修正草案

","
鍾佳濱
","
 1110930   一讀(委員會待審)
"
"
1110930
","

中央政府總預算案審查程序第三條條文修正草案

","
鍾佳濱
","
 1111220   二讀(已議決)
"
"
1110930
","

娛樂稅法第二條及第五條條文修正草案

","
鍾佳濱等
","
 1120525   委員會審竣
"
"
1110930
","

菸酒管理法第三十條之一及第五十五條條文修正草案

","
鍾佳濱
","
 1110930   一讀(委員會待審)
"
"
1110930
","

電子支付機構管理條例第三十八條條文修正草案

","
鍾佳濱
","
 1120103   三讀
"
"
1110930
","

中華民國刑法第一百八十五條之三條文修正草案

","
張廖萬堅等
","
 1121208   三讀
"
"
1110930
","

外役監條例第四條條文修正草案

","
高嘉瑜
","
 1120731   三讀
"
"
1110930
","

家庭暴力防治法部分條文修正草案

","
高嘉瑜
","
 1121121   三讀
"
"
1110930
","

中華民國刑法第三百十五條之二條文修正草案

","
高嘉瑜
","
 1120107   三讀
"
"
1110930
","

保險法第二十一條、第四十三條及第四十四條條文修正草案

","
高嘉瑜
","
 1110930   一讀(委員會待審)
"
"
1110930
","

洗錢防制法第五條條文修正草案

","
高嘉瑜
","
 1110930   一讀(委員會待審)
"
"
1110930
","

娛樂稅法第二條及第五條條文修正草案

","
高嘉瑜
","
 1120525   委員會審竣
"
"
1110930
","

動物保護法部分條文修正草案

","
高嘉瑜
","
 1110930   一讀(委員會待審)
"
"
1110930
","

全民防衛動員準備法第二十七條條文修正草案

","
伍麗華等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

中華民國刑法第一百八十五條之三條文修正草案

","
伍麗華
","
 1121208   三讀
"
"
1110930
","

地方制度法第三十三條條文修正草案

","
伍麗華
","
 1120508   委員會審竣
"
"
1110930
","

教育人員任用條例部分條文修正草案

","
伍麗華
","
 1110930   一讀(委員會待審)
"
"
1110930
","

森林法第十七條之二及第五十六條之三條文修正草案

","
伍麗華
","
 1110930   一讀(委員會待審)
"
"
1110930
","

中華民國刑法部分條文修正草案

","
江啟臣等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

外役監條例第四條及第二十一條條文修正草案

","
廖婉汝等
","
 1120731   三讀
"
"
1110930
","

環境部氣候變遷署組織法草案

","
張育美
","
 1120509   三讀
"
"
1110930
","

性侵害犯罪防治法部分條文修正草案

","
張育美
","
 1120110   三讀
"
"
1110930
","

國民體育法第二十五條條文修正草案

","
張育美
","
 1110930   一讀(委員會待審)
"
"
1110930
","

再生醫療製劑管理條例草案

","
張育美
","
 1120516   二讀(廣泛討論)
"
"
1110930
","

學位授予法第十八條條文修正草案

","
鄭正鈐
","
 1110930   一讀(委員會待審)
"
"
1110930
","

公職人員選舉罷免法第五十七條、第五十九條及第六十二條條文修正草案

","
鄭正鈐
","
 1110930   一讀(委員會待審)
"
"
1110930
","

外役監條例第四條條文修正草案

","
國民黨黨團等
","
 1120731   三讀
"
"
1110930
","

家事事件法第十二條條文修正草案

","
洪孟楷等
","
 1120530   三讀
"
"
1110930
","

營養及健康飲食促進法草案

","
林為洲
","
 1121215   三讀
"
"
1110930
","

身心障礙者權益保障法第十條條文修正草案

","
謝衣鳯
","
 1111215   委員會審議中
"
"
1110930
","

特殊教育法第二十一條條文修正草案

","
謝衣鳯
","
 1120529   三讀
"
"
1110930
","

職業安全衛生法第三十五條條文修正草案

","
謝衣鳯
","
 1110930   一讀(委員會待審)
"
"
1110930
","

外役監條例第四條條文修正草案

","
林思銘等
","
 1120731   三讀
"
"
1110930
","

外役監條例第四條及第二十一條條文修正草案

","
台灣民眾黨黨團等
","
 1120731   三讀
"
"
1110930
","

人工智慧發展法草案

","
台灣民眾黨黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

交通部組織法修正草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

交通部運輸研究所組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

交通部民用航空局組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

交通部觀光署組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

交通部公路局組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

交通部航港局組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

強制汽車責任保險法第五條之一及第四十條條文修正草案

","
台灣民眾黨黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

人工生殖法部分條文修正草案

","
台灣民眾黨黨團等
","
 1121204   委員會審議中
"
"
1110930
","

中華民國刑法第二百九十八條及第三百零二條條文修正草案

","
台灣民眾黨黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

產業創新條例第十條之二及第七十二條條文修正草案

","
台灣民眾黨黨團等
","
 1120107   三讀
"
"
1110930
","

資源永續管理法草案

","
台灣民眾黨黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

經濟部商業發展署組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

經濟部國際貿易署組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

經濟部能源署組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

經濟部產業發展署組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

經濟部產業園區管理局組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

經濟部智慧財產局組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

經濟部標準檢驗局組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

農業部動植物防疫檢疫署組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

農業部農田水利署組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

農業部畜產試驗所組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

農業部農業金融署組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

農業部農糧署組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

農業部漁業署組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110930
","

平均地權條例部分條文修正草案

","
時代力量黨團等
","
 1120110   三讀
"
"
1110930
","

外役監條例部分條文修正草案

","
時代力量黨團等
","
 1120731   三讀
"
"
1110930
","

中華民國刑法第一百三十七條條文修正草案

","
時代力量黨團等
","
 1120503   委員會審竣
"
"
1110930
","

廢止娛樂稅法

","
時代力量黨團等
","
 1111208   委員會審議中
"
"
1110930
","

勞動基準法部分條文修正草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

職業安全衛生法第四十九條條文修正草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

就業保險法增訂第三十八條之一條文草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

性別工作平等法第三十八條及第三十八條之一條文修正草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

大量解僱勞工保護法增訂第十九條之一條文草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

中高齡者及高齡者就業促進法第四十二條條文修正草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

勞工保險條例增訂第七十二條之一條文草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

勞資爭議處理法增訂第六十三條之一條文草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

團體協約法增訂第三十二條之一條文草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

職工福利金條例增訂第十二條之一條文草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

職業訓練法增訂第三十九條之三條文草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

勞動檢查法增訂第三十六條之一條文草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110930
","

職業災害勞工保護法增訂第三十四條之一條文草案

","
時代力量黨團等
","
 1110930   一讀(委員會待審)
"
"
1110923
","

社會秩序維護法第六十三條及第九十一條之二條文修正草案

","
廖婉汝等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

動物保護法第十條條文修正草案

","
鄭麗文等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

國民體育法第七條條文修正草案

","
鄭麗文
","
 1110923   一讀(委員會待審)
"
"
1110923
","

中央廣播電臺設置條例第三條條文修正草案

","
鄭麗文
","
 1110923   一讀(委員會待審)
"
"
1110923
","

工會法第四條及第六條條文修正草案

","
鄭麗文等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

原住民族基本法增訂第三十四條之一條文草案

","
鄭天財等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

內政部組織法修正草案

","
鄭天財
","
 1111028   撤回
"
"
1110923
","

內政部國土管理署組織法草案

","
鄭天財
","
 1120526   三讀
"
"
1110923
","

內政部國家公園署組織法草案

","
鄭天財等
","
 1120414   撤回
"
"
1110923
","

農業部林業及自然保育署組織法草案

","
鄭天財等
","
 1120516   三讀
"
"
1110923
","

礦業法修正草案

","
鄭天財等
","
 1120526   三讀
"
"
1110923
","

老人福利法第十二條條文修正草案

","
林德福
","
 1110923   一讀(委員會待審)
"
"
1110923
","

學校飲食法草案

","
陳秀寳等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

商港法第五十三條條文修正草案

","
林岱樺
","
 1110923   一讀(委員會待審)
"
"
1110923
","

勞動檢查法第二十二條條文修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

中華民國刑法刪除第九十條條文草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

電影法第十四條及第十五條條文修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

公務人員任用法第二十八條條文修正草案

","
台灣民眾黨黨團等
","
 1120119   二讀(已議決)
"
"
1110923
","

海洋污染防治法第四條及第七條條文修正草案

","
台灣民眾黨黨團等
","
 1120512   三讀
"
"
1110923
","

要塞堡壘地帶法修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

新住民基本法草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

兒童及少年福利與權益保障法第五十三條、第八十九條及第一百條條文修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

公寓大廈管理條例第八條條文修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

動物用藥品管理法第十四條條文修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

兒童及少年福利與權益保障法增訂第二十四條之一條文草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

道路交通管理處罰條例第四十四條、第四十八條及第六十三條條文修正草案

","
台灣民眾黨黨團等
","
 1120414   三讀
"
"
1110923
","

中華民國刑法第一百八十五條之三條文修正草案

","
台灣民眾黨黨團等
","
 1121208   三讀
"
"
1110923
","

陸海空軍刑法第五十四條條文修正草案

","
台灣民眾黨黨團等
","
 1121218   三讀
"
"
1110923
","

國營事業管理法增訂第二十一條之一及第二十一條之二條文草案

","
台灣民眾黨黨團等
","
 1120103   三讀
"
"
1110923
","

國家運動科學中心設置條例草案

","
台灣民眾黨黨團等
","
 1120110   三讀
"
"
1110923
","

國防產業發展條例第二條條文修正草案

","
台灣民眾黨黨團等
","
 1111115   三讀
"
"
1110923
","

納稅者權利保護法第八條、第十二條及第二十條條文修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

典試法第三十一條條文修正草案

","
台灣民眾黨黨團等
","
 1121114   三讀
"
"
1110923
","

廢止娛樂稅法

","
台灣民眾黨黨團等
","
 1111208   委員會審議中
"
"
1110923
","

建築法第八十六條及第九十五條之四條文修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

動物保護法增訂第二十一條之一條文草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

所得稅法部分條文修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

公司法第二百零三條之一條文修正草案

","
台灣民眾黨黨團等
","
 1120410   委員會審議中
"
"
1110923
","

科技產業園區設置管理條例第五條及第十八條條文修正草案

","
台灣民眾黨黨團等
","
 1120103   三讀
"
"
1110923
","

遺產及贈與稅法部分條文修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

動物保護法第二十二條之四條文修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

野生動物保育法第十九條、第二十一條及第二十一條之一條文修正草案

","
台灣民眾黨黨團等
","
 1120524   委員會審議中
"
"
1110923
","

海商法第二十一條條文修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

老人福利法第二十五條條文修正草案

","
台灣民眾黨黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

軍人撫卹條例部分條文修正草案

","
台灣民眾黨黨團等
","
 1120523   三讀
"
"
1110923
","

專門職業及技術人員考試法第十七條條文修正草案

","
台灣民眾黨黨團等
","
 1121114   三讀
"
"
1110923
","

公務人員考試法第二十條條文修正草案

","
台灣民眾黨黨團等
","
 1121114   三讀
"
"
1110923
","

農會法第四十七條之一、第四十七條之二及第四十七條之五條文修正草案

","
張其祿
","
 1110923   一讀(委員會待審)
"
"
1110923
","

中華民國刑法部分條文修正草案

","
張其祿
","
 1120107   三讀
"
"
1110923
","

性侵害犯罪防治法部分條文修正草案

","
張其祿
","
 1120110   三讀
"
"
1110923
","

警械使用條例部分條文修正草案

","
時代力量黨團等
","
 1110930   三讀
"
"
1110923
","

總統副總統選舉罷免法部分條文修正草案

","
時代力量黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

總統副總統選舉罷免法第五十三條條文修正草案

","
時代力量黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

公職人員選舉罷免法部分條文修正草案

","
時代力量黨團等
","
 1110923   一讀(委員會待審)
"
"
1110923
","

公職人員選舉罷免法第五十七條條文修正草案

","
時代力量黨團等
","
 1110923   一讀(委員會待審)
"
"
1110527
","

溫室氣體減量及管理法修正草案

","
莊競程等
","
 1120110   三讀
"
"
1110527
","

地方制度法第三十三條條文修正草案

","
許智傑等
","
 1120508   委員會審竣
"
"
1110527
","

道路交通管理處罰條例第四十三條條文修正草案

","
許智傑等
","
 1120414   三讀
"
"
1110527
","

公務人員退休資遣撫卹法第九十三條及第九十五條條文修正草案

","
許智傑等
","
 1111216   三讀
"
"
1110527
","

廢止少年輔育院條例

","
許智傑等
","
 1120418   三讀
"
"
1110527
","

國家賠償法修正草案

","
許智傑等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

廢止外交部外交領事人員講習所組織條例

","
許智傑等
","
 1110527   不予審議
"
"
1110527
","

證券投資信託及顧問法部分條文修正草案

","
郭國文
","
 1110527   一讀(委員會待審)
"
"
1110527
","

使用牌照稅法第六條條文修正草案

","
郭國文等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

使用牌照稅法第七條條文修正草案

","
蔡易餘等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

工會法第四條及第六條條文修正草案

","
林思銘等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

所得稅法第四條之四條文修正草案

","
林思銘
","
 1110527   一讀(委員會待審)
"
"
1110527
","

國民體育法第二十五條條文修正草案

","
莊瑞雄等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

運動彩券發行條例第二條、第三條及第十二條條文修正草案

","
莊瑞雄等
","
 1110530   三讀
"
"
1110527
","

災害防救法增訂第五十一條之一條文草案

","
賴惠員等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

身心障礙者權益保障法增訂第四十條之一條文草案

","
賴惠員等
","
 1111215   委員會審議中
"
"
1110527
","

離島基本法草案

","
陳玉珍
","
 1110527   一讀(委員會待審)
"
"
1110527
","

難民法草案

","
陳以信
","
 1110527   一讀(委員會待審)
"
"
1110527
","

就業服務法第五十二條條文修正草案

","
陳以信等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

嚴重特殊傳染性肺炎防治及紓困振興特別條例第十三條條文修正草案

","
陳以信
","
 1110527   一讀(委員會待審)
"
"
1110527
","

礦業法部分條文修正草案

","
洪申翰等
","
 1120526   三讀
"
"
1110527
","

勞動基準法部分條文修正草案

","
洪申翰等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

再生醫療發展法草案

","
林靜儀等
","
 1120516   二讀(廣泛討論)
"
"
1110527
","

再生醫療施行管理條例草案

","
林靜儀等
","
 1120516   二讀(廣泛討論)
"
"
1110527
","

物理治療師法第九條及第十二條條文修正草案

","
林靜儀等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

入出國及移民法第三十一條條文修正草案

","
余天
","
 1120530   三讀
"
"
1110527
","

身心障礙者權益保障法第五十三條及第九十九條條文修正草案

","
余天
","
 1111215   委員會審議中
"
"
1110527
","

就業服務法部分條文修正草案

","
余天
","
 1110527   一讀(委員會待審)
"
"
1110527
","

勞資爭議處理法第五十七條條文修正草案

","
余天
","
 1110527   一讀(委員會待審)
"
"
1110527
","

刑事訴訟法施行法增訂第七條之二十二條文草案

","
何志偉
","
 1110527   一讀(委員會待審)
"
"
1110527
","

紀念日及節日實施條例草案

","
廖國棟
","
 1120302   委員會審議中
"
"
1110527
","

姓名條例部分條文修正草案

","
廖國棟
","
 1121211   委員會審議中
"
"
1110527
","

國家公園法部分條文修正草案

","
廖國棟
","
 1110527   一讀(委員會待審)
"
"
1110527
","

原住民族土地及海域調查處理委員會組織法草案

","
廖國棟等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

最低工資法草案

","
廖國棟
","
 1121212   三讀
"
"
1110527
","

自來水法第十二條之二條文修正草案

","
林文瑞
","
 1110527   一讀(委員會待審)
"
"
1110527
","

國民教育法第八條之一條文修正草案

","
林文瑞
","
 1120529   三讀
"
"
1110527
","

鐵路法第四十一條條文修正草案

","
林文瑞
","
 1110527   一讀(委員會待審)
"
"
1110527
","

政府資訊公開法第十八條條文修正草案

","
林文瑞
","
 1110527   一讀(委員會待審)
"
"
1110527
","

國民體育法第二十五條條文修正草案

","
賴品妤等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

公寓大廈管理條例部分條文修正草案

","
張宏陸等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

道路交通管理處罰條例第三十五條條文修正草案

","
張宏陸等
","
 1120414   三讀
"
"
1110527
","

道路交通管理處罰條例部分條文修正草案

","
張宏陸等
","
 1120414   三讀
"
"
1110527
","

商業團體法部分條文修正草案

","
鄭天財
","
 1111228   委員會審議中
"
"
1110527
","

遺產及贈與稅法第十七條條文修正草案

","
賴士葆等
","
 1111228   委員會審竣
"
"
1110527
","

地方稅法通則第四條條文修正草案

","
賴士葆
","
 1111226   委員會審竣
"
"
1110527
","

企業併購法部分條文修正草案

","
謝衣鳯等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

太空發展法第二條條文修正草案

","
謝衣鳯
","
 1120530   三讀
"
"
1110527
","

溫室氣體減量及管理法修正草案

","
賴瑞隆等
","
 1120110   三讀
"
"
1110527
","

政治檔案條例部分條文修正草案

","
劉世芳等
","
 1121208   三讀
"
"
1110527
","

政治檔案條例部分條文修正草案

","
范雲等
","
 1121208   三讀
"
"
1110527
","

優生保健法部分條文修正草案

","
范雲
","
 1110527   一讀(委員會待審)
"
"
1110527
","

國民教育法修正草案

","
陳秀寳等
","
 1120529   三讀
"
"
1110527
","

環境部組織法草案

","
劉建國等
","
 1120509   三讀
"
"
1110527
","

環境部氣候變遷署組織法草案

","
劉建國等
","
 1120509   三讀
"
"
1110527
","

農業部組織法草案

","
劉建國等
","
 1120516   三讀
"
"
1110527
","

農業部水土保持及農村發展署組織法草案

","
劉建國等
","
 1120516   三讀
"
"
1110527
","

農業部林業及自然保育署組織法草案

","
劉建國等
","
 1120516   三讀
"
"
1110527
","

農業部農糧署組織法草案

","
劉建國等
","
 1120516   三讀
"
"
1110527
","

農業部漁業署組織法草案

","
劉建國等
","
 1120516   三讀
"
"
1110527
","

銀行法第四十七條之一條文修正草案

","
何欣純
","
 1110527   一讀(委員會待審)
"
"
1110527
","

菸酒稅法第八條條文修正草案

","
陳玉珍
","
 1110527   一讀(委員會待審)
"
"
1110527
","

再生能源發展條例第七條、第九條及第十一條條文修正草案

","
陳玉珍等
","
 1120529   二讀(已議決)
"
"
1110527
","

地方制度法增訂第七條之四條文草案

","
陳玉珍
","
 1120508   委員會審竣
"
"
1110527
","

就業服務法第二十四條及第二十七條條文修正草案

","
陳玉珍
","
 1110527   一讀(委員會待審)
"
"
1110527
","

內政部國家公園署組織法草案

","
林奕華
","
 1120526   三讀
"
"
1110527
","

交通部航港局組織法草案

","
洪孟楷等
","
 1120516   三讀
"
"
1110527
","

交通部運輸研究所組織法草案

","
洪孟楷
","
 1120516   三讀
"
"
1110527
","

交通部民用航空局組織法草案

","
洪孟楷
","
 1120516   三讀
"
"
1110527
","

交通部鐵道局組織法第二條及第五條條文修正草案

","
洪孟楷
","
 1120516   三讀
"
"
1110527
","

交通部組織法修正草案

","
洪孟楷
","
 1120516   三讀
"
"
1110527
","

交通部高速公路局組織法第五條條文修正草案

","
洪孟楷
","
 1120516   三讀
"
"
1110527
","

國家重點領域產學合作及人才培育創新條例第四條條文修正草案

","
謝衣鳯
","
 1110527   一讀(委員會待審)
"
"
1110527
","

再生能源發展條例第十三條條文修正草案

","
謝衣鳯
","
 1120529   三讀
"
"
1110527
","

老人福利法增訂第三十四條之一條文草案

","
謝衣鳯
","
 1110527   一讀(委員會待審)
"
"
1110527
","

國民體育法第二十三條條文修正草案

","
萬美玲
","
 1110527   一讀(委員會待審)
"
"
1110527
","

特殊教育法第二十一條條文修正草案

","
萬美玲
","
 1120529   三讀
"
"
1110527
","

刑事訴訟法第四百二十條條文修正草案

","
台灣民眾黨黨團等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

所得稅法第十七條條文修正草案

","
台灣民眾黨黨團等
","
 1121219   三讀
"
"
1110527
","

農業部組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110527
","

內政部組織法修正草案

","
台灣民眾黨黨團等
","
 1120526   三讀
"
"
1110527
","

中華民國刑法第二百零一條之二及第二百零五條條文修正草案

","
台灣民眾黨黨團等
","
 1110527   一讀(委員會待審)
"
"
1110527
","

再生醫療製劑管理條例草案

","
台灣民眾黨黨團等
","
 1120516   二讀(廣泛討論)
"
"
1110520
","

犯罪被害人保護法修正草案

","
葉毓蘭
","
 1120107   三讀
"
"
1110520
","

運動彩券發行條例部分條文修正草案

","
吳思瑤等
","
 1110530   三讀
"
"
1110520
","

全民防衛動員準備法第十五條條文修正草案

","
莊競程等
","
 1110520   一讀(委員會待審)
"
"
1110520
","

醫師法第四條之一條文修正草案

","
莊競程等
","
 1110530   三讀
"
"
1110520
","

都更危老整合業管理條例草案

","
林岱樺
","
 1110520   一讀(委員會待審)
"
"
1110520
","

交通部組織法第十五條及第十六條條文修正草案

","
李昆澤等
","
 1120516   三讀
"
"
1110520
","

交通部觀光署組織法草案

","
李昆澤等
","
 1120516   三讀
"
"
1110520
","

交通部中央氣象署組織法草案

","
李昆澤等
","
 1120516   三讀
"
"
1110520
","

替代役實施條例第四條條文修正草案

","
趙天麟等
","
 1110520   一讀(委員會待審)
"
"
1110520
","

國軍老舊眷村改建條例第三條、第五條及第五條之一條文修正草案

","
趙天麟
","
 1110520   一讀(委員會待審)
"
"
1110520
","

能源管理法第二條條文修正草案

","
趙天麟
","
 1110520   一讀(委員會待審)
"
"
1110520
","

貨物稅條例第十二條及第十二條之三條文修正草案

","
趙天麟等
","
 1110520   一讀(委員會待審)
"
"
1110520
","

農業部組織法草案

","
林宜瑾等
","
 1120516   三讀
"
"
1110520
","

運動產業發展條例第二十條條文修正草案

","
陳秀寳等
","
 1110520   一讀(委員會待審)
"
"
1110520
","

住宅法部分條文修正草案

","
林思銘
","
 1121121   三讀
"
"
1110520
","

地方民意代表費用支給及村里長事務補助費補助條例第三條條文修正草案

","
林思銘
","
 1110520   一讀(委員會待審)
"
"
1110520
","

地方制度法第六十一條條文修正草案

","
林思銘
","
 1120424   委員會審議中
"
"
1110520
","

地方制度法第八十二條條文修正草案

","
林思銘
","
 1120424   委員會審議中
"
"
1110520
","

道路交通管理處罰條例第十五條條文修正草案

","
馬文君
","
 1120414   三讀
"
"
1110520
","

特殊境遇家庭扶助條例第二條條文修正草案

","
馬文君等
","
 1110520   一讀(委員會待審)
"
"
1110520
","

專科以上學校校外實習教育法草案

","
何志偉
","
 1110520   一讀(委員會待審)
"
"
1110520
","

國民教育法修正草案

","
何志偉
","
 1120529   三讀
"
"
1110520
","

中華民國刑法部分條文修正草案

","
何志偉
","
 1110520   一讀(委員會待審)
"
"
1110520
","

教育人員任用條例部分條文修正草案

","
何志偉
","
 1110520   一讀(委員會待審)
"
"
1110520
","

社會秩序維護法第三十八條條文修正草案

","
陳明文等
","
 1110520   一讀(委員會待審)
"
"
1110520
","

文化資產保存法第九十九條條文修正草案

","
陳明文等
","
 1121110   三讀
"
"
1110520
","

技師法第十一條條文修正草案

","
陳明文等
","
 1110520   一讀(委員會待審)
"
"
1110520
","

竊盜犯贓物犯保安處分條例刪除第三條條文草案

","
陳明文
","
 1110520   一讀(委員會待審)
"
"
1110520
","

公職人員財產申報法第六條及第二十條條文修正草案

","
陳明文等
","
 1110530   三讀
"
"
1110520
","

道路交通管理處罰條例第四十四條條文修正草案

","
陳素月等
","
 1120414   三讀
"
"
1110520
","

老人福利法增訂第三十四條之一條文草案

","
陳素月等
","
 1110520   一讀(委員會待審)
"
"
1110520
","

刑事訴訟法第四百四十條條文修正草案

","
張宏陸等
","
 1110520   一讀(委員會待審)
"
"
1110520
","

就業保險法部分條文修正草案

","
張宏陸等
","
 1110520   一讀(委員會待審)
"
